record_id,source_dataset,source_file,source_component,imputed_fields,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,all_seasons_area_after_bund_correction_ha,all_seasons_area_before_bund_correction_ha,all_seasons_areaafter_bund_correction_factor,all_seasons_areabefore_bund_correction_factor,all_seasons_production,all_seasons_yield,altitude,apparent_density,area_hectare,avg_temperature_celsius,boron,boron1,ca_mg,ca_mg1,calcium,calcium1,cane_yield_t_ha,cat_sat_ca,cat_sat_h,cat_sat_k,cat_sat_mg,cat_sat_na,ccci_s2,ccs_percent,ccs_yield_t_ha,cec,cec1,clay,climate_index,common_name,conductivity,crop_duration_days,crop_type,crop_year,cupper,cupper1,date,district,district_code,district_name,district_year,drought_tolerance,dvi_fusion,dvi_l8,dvi_l9,dvi_s2,evi_fusion,evi_l8,evi_l9,evi_s2,farm_id,farm_name,farm_rotun,fertilizer_name,field_capacity,final_evaluation,gndvi_fusion,gndvi_l8,gndvi_l9,gndvi_s2,growth_stage,height_stalk,humidity,iron,iron1,irrigation_frequency_per_month,k_mg,ketinggian_tebu,kharif_area_after_bund_correction_ha,kharif_area_before_bund_correction_ha,kharif_areaafter_bund_correction_factor,kharif_areabefore_bund_correction_factor,kharif_production,kharif_yield,latitude,light_intensity,longitude,magnesium,magnesium1,manganese,manganese1,maturity,mcari_l8,moisture,ndre_s2,ndvi,ndvi_fusion,ndvi_l8,ndvi_l9,ndvi_s2,ndvi_temp_fusion,ndvi_temp_l8,ndvi_temp_s2,ndwi_fusion,ndwi_l8,ndwi_l9,ndwi_s2,nitrogen,nitrogen_n_kg_per_acre,nitrogen_nitrate,notification_no,organic_matter,organic_matter1,original_file,pctclay,pctsand,pctsilt,permanent_wilting_point,pest_control_applied,phosphorous,phosphorus,phosphorus1,phosphorus_p_kg_per_acre,plant_age,planting_cycle,planting_season,potasium1,potassium,potassium_k_kg_per_acre,precipitation,production_tonnes,rabi_area_after_bund_correction_ha,rabi_area_before_bund_correction_ha,rabi_areaafter_bund_correction_factor,rabi_areabefore_bund_correction_factor,rabi_production,rabi_yield,rainfall_mm,ratooning_ability,reci_s2,recommended_states,red_rot_resistance,region,relative_humidity,rotun,rotun_tebu,rvi_fusion,rvi_l8,rvi_l9,rvi_s2,s_no,salinity_tolerance,sample_number,sand,savi_fusion,savi_l8,savi_l9,savi_s2,season,seed_variety,silt,slno,smut_resistance,sodium,sodium1,soil_ph,soil_ph1,soil_type,special_features,stalk_diameter,stalk_weight,state_code,state_name,sucrose_percent,sugarcane_irrigated_area_1000_ha,sulfur,sulfur1,summer_area_after_bund_correction_ha,summer_area_before_bund_correction_ha,summer_areaafter_bund_correction_factor,summer_areabefore_bund_correction_factor,summer_production,summer_yield,sunlight_hours_per_day,system_index,temp_humidity_interaction,temperature,temperature_humidity_interaction,texture1,total_stalk,type,variety,variety_name,vegetation_health,vegetation_health_fusion,vegetation_health_l8,vegetation_health_s2,water_stress_index,waterlogging_tolerance,wdrvi_fusion,wdrvi_l9,wdrvi_s2,year,year_of_release,yield_quintal_per_acre,yield_t_ha,yield_tons_per_hectare,zinc,zinc1,zone
training_32,training,master_sugarcane_training_dataset.csv,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,Bangalore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Karnataka,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0,,,,,,,
training_33,training,master_sugarcane_training_dataset.csv,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,Bangalore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Karnataka,,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998.0,,,,,,,
training_34,training,master_sugarcane_training_dataset.csv,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,Bangalore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Karnataka,,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.0,,,,,,,
training_35,training,master_sugarcane_training_dataset.csv,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,Bangalore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Karnataka,,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,,,,,,,
training_36,training,master_sugarcane_training_dataset.csv,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,Bangalore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Karnataka,,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001.0,,,,,,,
training_37,training,master_sugarcane_training_dataset.csv,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,Bangalore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Karnataka,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002.0,,,,,,,
training_38,training,master_sugarcane_training_dataset.csv,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,Bangalore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Karnataka,,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003.0,,,,,,,
training_39,training,master_sugarcane_training_dataset.csv,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,Bangalore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Karnataka,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0,,,,,,,
training_40,training,master_sugarcane_training_dataset.csv,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,Bangalore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Karnataka,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005.0,,,,,,,
training_41,training,master_sugarcane_training_dataset.csv,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,Bangalore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Karnataka,,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0,,,,,,,
training_42,training,master_sugarcane_training_dataset.csv,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,Bangalore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Karnataka,,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.0,,,,,,,
training_43,training,master_sugarcane_training_dataset.csv,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,Bangalore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Karnataka,,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008.0,,,,,,,
training_44,training,master_sugarcane_training_dataset.csv,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,Bangalore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Karnataka,,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,,,,,,,
training_45,training,master_sugarcane_training_dataset.csv,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,Bangalore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Karnataka,,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,,,,,,,
training_46,training,master_sugarcane_training_dataset.csv,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,Bangalore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Karnataka,,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,,,,,,,
training_47,training,master_sugarcane_training_dataset.csv,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,Bangalore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Karnataka,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,,,,,,,
training_48,training,master_sugarcane_training_dataset.csv,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,Bangalore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Karnataka,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,,,,,,,
training_49,training,master_sugarcane_training_dataset.csv,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,Bangalore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Karnataka,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,,,,,,,
training_50,training,master_sugarcane_training_dataset.csv,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,Bangalore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Karnataka,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,,,,,,,
training_51,training,master_sugarcane_training_dataset.csv,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,Bangalore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Karnataka,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,,,,,,,
training_52,training,master_sugarcane_training_dataset.csv,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,Bangalore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Karnataka,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,,,,,,,
training_53,training,master_sugarcane_training_dataset.csv,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,Kolar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Karnataka,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966.0,,,,,,,
training_54,training,master_sugarcane_training_dataset.csv,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,Kolar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Karnataka,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1967.0,,,,,,,
training_55,training,master_sugarcane_training_dataset.csv,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,Kolar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Karnataka,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968.0,,,,,,,
training_56,training,master_sugarcane_training_dataset.csv,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,Kolar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Karnataka,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969.0,,,,,,,
training_57,training,master_sugarcane_training_dataset.csv,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,Kolar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Karnataka,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970.0,,,,,,,
training_58,training,master_sugarcane_training_dataset.csv,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,Kolar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Karnataka,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1971.0,,,,,,,
training_59,training,master_sugarcane_training_dataset.csv,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,Kolar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Karnataka,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972.0,,,,,,,
training_60,training,master_sugarcane_training_dataset.csv,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,Kolar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Karnataka,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973.0,,,,,,,
training_61,training,master_sugarcane_training_dataset.csv,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,Kolar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Karnataka,,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974.0,,,,,,,
training_62,training,master_sugarcane_training_dataset.csv,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,Kolar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Karnataka,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975.0,,,,,,,
training_63,training,master_sugarcane_training_dataset.csv,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,Kolar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Karnataka,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976.0,,,,,,,
training_64,training,master_sugarcane_training_dataset.csv,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,Kolar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Karnataka,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977.0,,,,,,,
training_65,training,master_sugarcane_training_dataset.csv,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,Kolar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Karnataka,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978.0,,,,,,,
training_66,training,master_sugarcane_training_dataset.csv,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,Kolar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Karnataka,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979.0,,,,,,,
training_67,training,master_sugarcane_training_dataset.csv,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,Kolar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crop wise irrigation_Cleaned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Karnataka,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980.0,,,,,,,
